customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-00740,Male,1,Yes,No,66,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer,97.02,1748.93,Yes
ID-00741,Female,0,Yes,Yes,42,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card,73.04,5464.27,No
ID-00742,Female,0,No,Yes,15,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,29.31,849.92,No
ID-00743,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,77.6,6713.25,No
ID-00744,Male,0,No,No,42,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,30.09,6054.94,No
ID-00745,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,53.17,6399.93,No
ID-00746,Male,0,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,74.35,8385.6,No
ID-00747,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,117.89,5656.36,No
ID-00748,Male,0,No,No,0,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,91.31,6852.28,No
ID-00749,Female,0,No,No,5,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,48.73,757.55,No
ID-00750,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card,106.34,8191.59,No
ID-00751,Male,0,No,Yes,45,Yes,No,No,No,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,40.98,1912.52,No
ID-00752,Female,0,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,56.84,4291.3,No
ID-00753,Female,0,No,No,37,No,No phone service,No,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,83.28,8312.96,No
ID-00754,Female,0,Yes,Yes,32,No,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,59.51,1572.71,Yes
ID-00755,Female,1,Yes,No,66,No,No phone service,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,91.57,325.97,No
ID-00756,Female,0,Yes,Yes,34,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,83.64,2592.77,No
ID-00757,Male,0,No,No,44,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,85.31,1373.49,No
ID-00758,Male,0,Yes,Yes,21,No,Yes,No,Yes,No,No,Yes,Yes,No internet service,Two year,No,Credit card,60.49,5807.77,No
ID-00759,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,23.79,2430.8,No
ID-00760,Female,0,No,Yes,16,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,105.96,562.85,Yes
ID-00761,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,25.69,7757.68,No
ID-00762,Male,0,Yes,Yes,56,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,No,Credit card,64.89,447.03,No
ID-00763,Female,0,No,Yes,39,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.59,2369.24,No
ID-00764,Male,0,Yes,Yes,29,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,48.03,2100.77,No
ID-00765,Male,0,Yes,No,41,No,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,41.03,221.97,No
ID-00766,Male,0,No,No,6,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,45.55,1450.25,Yes
ID-00767,Female,0,Yes,No,70,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,114.26,7080.18,No
ID-00768,Female,0,Yes,Yes,18,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,115.94,343.49,No
ID-00769,Male,0,Yes,Yes,40,No,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card,75.63,219.55,Yes
ID-00770,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,70.98,5513.03,No
ID-00771,Male,0,No,No,21,Yes,No,No,No,No,No,No internet service,No,Yes,One year,Yes,Bank transfer,23.11,788.9,No
ID-00772,Male,0,No,No,51,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,99.03,3238.56,No
ID-00773,Female,0,No,No,5,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,35.39,36.81,No
ID-00774,Female,1,No,No,24,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,32.58,3158.83,No
ID-00775,Male,0,Yes,No,65,No,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,60.87,2774.58,No
ID-00776,Male,1,No,No,9,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No,One year,No,Electronic check,53.18,5328.25,No
ID-00777,Female,0,No,Yes,25,No,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,27.96,4343.69,No
ID-00778,Female,0,Yes,No,4,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,33.12,5898.72,No
ID-00779,Male,0,Yes,Yes,67,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,117.98,8128.89,No
ID-00780,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,92.1,6909.66,No
ID-00781,Male,0,No,No,49,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,78.4,8108.91,No
ID-00782,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.76,488.2,No
ID-00783,Female,0,Yes,Yes,10,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,61.31,8601.07,Yes
ID-00784,Female,0,Yes,Yes,52,No,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer,81.36,2809.39,Yes
ID-00785,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,97.07,2416.44,No
ID-00786,Male,1,No,No,7,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,113.36,3515.39,No
ID-00787,Female,0,No,Yes,61,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,30.58,6806.77,Yes
ID-00788,Female,0,No,No,28,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,37.51,8288.61,No
ID-00789,Male,0,No,Yes,43,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer,75.29,4821.56,No
ID-00790,Female,0,No,No,44,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.57,1356.26,No
ID-00791,Female,0,No,No,28,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,63.73,1873.36,Yes
ID-00792,Male,1,Yes,No,58,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,81.96,3531.42,No
ID-00793,Female,0,Yes,Yes,14,No,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,No,Mailed check,47.77,3188.1,No
ID-00794,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Two year,No,Electronic check,99.83,2083.23,No
ID-00795,Male,0,No,Yes,43,No,No,No,Yes,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer,79.08,7386.8,No
ID-00796,Male,0,No,Yes,35,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,56.62,2445.86,No
ID-00797,Male,0,Yes,Yes,56,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,72.78,5155.37,No
ID-00798,Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer,88.07,4172.15,No
ID-00799,Male,1,No,Yes,37,No,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,39.71,8021.46,No
ID-00800,Male,0,No,Yes,16,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,52.57,5468.82,No
ID-00801,Female,1,No,Yes,26,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,43.43,2896.35,Yes
ID-00802,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,114.75,5553.5,No
ID-00803,Male,0,No,Yes,62,No,No,DSL,Yes,Yes,No,No internet service,Yes,No,One year,No,Bank transfer,22.57,2782.07,No
ID-00804,Female,0,No,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,23.92,805.78,Yes
ID-00805,Female,0,No,Yes,63,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.0,4223.31,No
ID-00806,Female,1,No,No,38,No,Yes,DSL,No internet service,Yes,No,No,No,No,One year,No,Mailed check,72.32,7473.2,Yes
ID-00807,Male,0,Yes,Yes,1,No,Yes,No,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer,51.3,7897.71,No
ID-00808,Female,0,No,No,65,No,No,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,104.37,4730.62,No
ID-00809,Male,0,No,No,53,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,35.27,6080.71,No
ID-00810,Male,0,No,No,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.89,5310.84,No
ID-00811,Male,0,Yes,No,44,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,67.29,7045.3,No
ID-00812,Male,0,Yes,No,30,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,38.57,912.85,No
ID-00813,Female,0,No,No,48,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.4,3496.76,No
ID-00814,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,113.46,2211.59,No
ID-00815,Male,0,Yes,Yes,26,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer,70.53,75.24,No
ID-00816,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,105.65,7210.79,No
ID-00817,Male,0,No,Yes,44,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,45.32,1181.18,No
ID-00818,Female,1,No,Yes,42,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,79.79,2820.8,Yes
ID-00819,Male,0,No,Yes,21,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,94.96,7531.08,No
ID-00820,Male,0,No,No,32,No,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,60.62,6269.58,No
ID-00821,Female,0,No,Yes,26,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,81.03,4938.37,No
ID-00822,Female,0,No,No,39,No,No phone service,No,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,105.0,2707.2,No
ID-00823,Male,0,No,No,25,No,No phone service,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,32.4,4484.32,Yes
ID-00824,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,53.9,505.64,No
ID-00825,Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,101.05,6321.41,No
ID-00826,Male,0,No,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,41.46,2074.96,Yes
ID-00827,Female,1,No,No,69,No,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card,74.14,4171.26,No
ID-00828,Male,0,No,Yes,66,Yes,No,No,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card,62.27,836.98,No
ID-00829,Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,85.07,6178.33,Yes
ID-00830,Male,0,No,No,27,Yes,No phone service,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.38,7782.02,Yes
ID-00831,Male,0,No,Yes,66,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,76.39,3969.65,No
ID-00832,Male,1,No,Yes,12,No,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,113.4,739.53,No
ID-00833,Female,0,Yes,Yes,62,No,Yes,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.87,8208.79,No
ID-00834,Male,0,Yes,Yes,12,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,No,Bank transfer,102.18,3892.63,No
ID-00835,Female,0,No,Yes,0,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,67.44,714.52,No
ID-00836,Male,0,No,Yes,39,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,84.76,1651.26,No
ID-00837,Male,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,45.76,1056.89,No
ID-00838,Female,0,No,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,27.76,1730.11,No
ID-00839,Male,0,No,Yes,16,No,No phone service,No,No,No internet service,Yes,No,No,No,Two year,No,Mailed check,96.41,1368.38,No
ID-00840,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,43.55,8016.42,No
ID-00841,Female,0,No,Yes,63,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,No,Mailed check,57.47,1830.2,No
ID-00842,Male,0,No,Yes,56,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,23.03,3848.58,No
ID-00843,Male,0,No,No,12,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Mailed check,83.6,6343.78,No
ID-00844,Male,0,Yes,Yes,36,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,87.34,5885.27,Yes
ID-00845,Male,0,Yes,Yes,13,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,108.87,8307.51,Yes
ID-00846,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card,107.8,8390.39,No
ID-00847,Female,0,Yes,Yes,56,No,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,89.12,4964.2,Yes
ID-00848,Male,0,Yes,Yes,70,No,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Credit card,50.62,6538.13,Yes
ID-00849,Female,0,Yes,Yes,41,No,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,55.9,3363.93,No
ID-00850,Male,0,No,Yes,41,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,56.61,3738.37,No
ID-00851,Female,0,Yes,No,46,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,31.28,922.79,Yes
ID-00852,Male,1,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,113.45,5854.47,Yes
ID-00853,Male,1,Yes,No,40,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,100.48,2363.49,No
ID-00854,Male,1,No,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,32.85,710.37,No
ID-00855,Male,0,Yes,No,0,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Credit card,113.37,869.57,No
ID-00856,Male,0,Yes,No,10,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,102.99,6278.77,No
ID-00857,Male,0,No,No,6,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,110.59,2002.26,Yes
ID-00858,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,46.96,6691.37,No
ID-00859,Male,0,Yes,No,37,No,No,DSL,Yes,No,No,No internet service,No,No,One year,No,Mailed check,51.97,7869.45,No
ID-00860,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,65.48,2972.23,No
ID-00861,Male,0,No,Yes,66,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.78,6898.42,No
ID-00862,Female,1,No,Yes,52,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,65.02,3734.03,No
ID-00863,Female,0,Yes,No,31,No,Yes,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card,19.17,6710.7,Yes
ID-00864,Female,0,Yes,Yes,44,No,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,106.44,2676.48,Yes
ID-00865,Male,0,Yes,No,50,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,34.56,8091.03,No
ID-00866,Male,1,Yes,No,36,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,68.59,8573.93,Yes
ID-00867,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,111.6,3364.86,Yes
ID-00868,Male,0,Yes,No,53,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.76,1742.26,No
ID-00869,Female,1,No,No,17,No,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,96.25,5957.7,Yes
ID-00870,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,79.1,5076.0,No
ID-00871,Female,0,Yes,No,20,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.1,8610.86,Yes
ID-00872,Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,63.08,7051.97,No
ID-00873,Male,0,No,No,15,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,26.99,7255.73,No
ID-00874,Female,0,Yes,No,47,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,24.76,6314.33,No
ID-00875,Male,0,No,Yes,27,No,No,No,No internet service,No,Yes,Yes,No,No,Two year,No,Bank transfer,103.02,3058.38,No
ID-00876,Female,1,Yes,Yes,21,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,59.32,8128.78,No
ID-00877,Female,1,Yes,Yes,0,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,23.68,4054.0,No
ID-00878,Male,0,Yes,No,41,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,84.89,3480.05,Yes
ID-00879,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,86.92,1701.6,No
ID-00880,Male,0,Yes,Yes,2,No,Yes,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.11,2652.51,Yes
ID-00881,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,59.53,37.79,Yes
ID-00882,Male,0,No,Yes,26,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,75.88,5737.35,Yes
ID-00883,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Credit card,78.18,5265.56,No
ID-00884,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Bank transfer,69.62,3511.16,No
ID-00885,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.85,8399.73,Yes
ID-00886,Male,1,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,25.17,6025.09,No
ID-00887,Female,0,Yes,Yes,12,No,No,No,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,20.49,2121.76,No
ID-00888,Female,0,No,No,42,No,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,64.43,3300.29,No
ID-00889,Male,0,Yes,Yes,19,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,38.65,4488.45,No
ID-00890,Male,0,Yes,Yes,1,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,112.57,4744.58,No
ID-00891,Male,0,No,Yes,67,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,82.61,2407.06,No
ID-00892,Male,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,77.09,2180.04,Yes
ID-00893,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.11,2613.22,No
ID-00894,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,51.37,8367.2,No
ID-00895,Female,0,No,No,0,No,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,36.32,3134.09,Yes
ID-00896,Female,0,Yes,Yes,32,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,24.29,3260.77,No
ID-00897,Female,0,Yes,Yes,29,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,82.02,6260.28,Yes
ID-00898,Male,1,Yes,Yes,4,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,96.56,1428.81,Yes
ID-00899,Male,0,No,Yes,11,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,104.46,5592.26,No
ID-00900,Male,1,Yes,No,31,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,91.04,5791.3,No
ID-00901,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,108.39,577.37,Yes
ID-00902,Female,1,No,Yes,16,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,117.02,1664.42,Yes
ID-00903,Male,0,No,No,57,No,No,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,114.9,4061.12,No
ID-00904,Male,0,Yes,Yes,39,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer,77.77,7258.44,No
ID-00905,Female,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer,40.78,6365.14,No
ID-00906,Female,0,No,Yes,11,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,28.94,7588.06,No
ID-00907,Male,0,No,Yes,18,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,118.14,7393.54,No
ID-00908,Male,0,Yes,Yes,28,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,49.24,4451.21,Yes
ID-00909,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,21.66,5411.3,Yes
ID-00910,Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer,57.55,7998.4,No
ID-00911,Male,0,No,Yes,20,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,93.43,6440.79,No
ID-00912,Male,0,Yes,No,59,No,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,107.78,3119.81,No
ID-00913,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,66.25,3054.67,No
ID-00914,Female,0,No,No,52,No,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,47.8,3195.6,No
ID-00915,Female,0,No,Yes,62,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,96.48,4309.95,No
ID-00916,Female,1,Yes,No,56,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,68.88,3159.77,No
ID-00917,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card,26.9,1643.31,No
ID-00918,Female,0,Yes,No,0,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card,107.47,5174.15,No
